id,rank,name,symbol,slug,is_active,first_historical_data,last_historical_data,platform
7703,1245,MileVerse,MVC,mileverse,1,2020-11-24T15:25:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x581911b360B6eB3a14eF295a83a91DC2bCE2D6f7'}"
7705,3595,ANIVERSE,ANV,aniverse,1,2021-06-15T19:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3D382228C54736d831FAC2748F4734D9177c7332'}"
7725,512,TrueFi,TRU,truefi-token,1,2020-11-21T13:40:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4c19596f5aaff459fa38b0f7ed92f11ae6543784'}"
7726,903,ICHI,ICHI,ichi,1,2021-01-15T09:50:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6'}"
7732,1899,Brother Music Platform,BMP,brother-music-platform,1,2020-11-22T13:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x01b23286ff60a543ec29366ae8d6b6274ca20541'}"
7737,171,API3,API3,api3,1,2020-11-29T14:55:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0b38210ea11411557c13457D4dA7dC6ea731B88a'}"
7739,7910,DexKit,KIT,dexkit,1,2020-11-22T11:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7866e48c74cbfb8183cd1a929cd9b95a7a5cb4f4'}"
7740,1107,Polaris Share,POLA,polaris-share,1,2021-01-27T23:25:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc691bc298a304d591Ad9b352c7A8D216dE9f2CED'}"
7742,1894,88mph,MPH,88mph,1,2020-11-21T05:40:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8888801af4d980682e47f1a9036e589479e835c5'}"
7748,6668,BSC FARM,BSC,bsc-farm,1,2022-08-08T16:40:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x17bc015607fdf93e7c949e9ca22f96907cfbef88'}"
7749,3613,Paypolitan Token,EPAN,paypolitan-token,1,2020-11-22T07:25:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x72630b1e3b42874bf335020ba0249e3e9e47bafc'}"
7750,1875,Eden,EDEN,eden-network,1,2020-11-22T07:45:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1559fa1b8f28238fd5d76d9f434ad86fd20d1559'}"
7755,1701,Handy,HANDY,handy,1,2020-11-24T12:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8bbe1a2961B41340468D0548c2cd5B7DFA9b684c'}"
7757,5231,BeFaster Holder Token,BFHT,befasterholdertoken,1,2022-10-01T01:45:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x577ad06f635b402fc2724efd6a53a3a0aed3d155'}"
7761,6819,BuildUp,BUP,buildup,1,2020-11-25T17:25:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xB04DFdb8271ed2d5e13858562C44A77D3CEb9e57'}"
7762,7911,Lyra,LYR,lyra,1,2020-11-24T16:30:00.000Z,2024-02-05T20:50:00.000Z,
7772,1863,Leverj Gluon,L2,leverj-gluon,1,2020-11-24T04:20:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xBbff34E47E559ef680067a6B1c980639EEb64D24'}"
7784,1878,BLink,BLINK,blink,1,2020-11-25T03:40:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x63870a18b6e42b01ef1ad8a2302ef50b7132054f'}"
7789,6352,OASISBloc,OSB,oasisbloc,1,2020-11-25T17:30:00.000Z,2024-02-05T20:50:00.000Z,
7791,2088,Pancake Bunny,BUNNY,pancakebunny,1,2021-01-04T19:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xc9849e6fdb743d08faee3e34dd2d1bc69ea11a51'}"
7795,1533,Bird.Money,BIRD,bird-money,1,2020-11-28T15:15:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x70401dfd142a16dc7031c56e862fc88cb9537ce0'}"
7805,1071,Muse,MUSE,muse,1,2020-11-28T09:10:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb6ca7399b4f9ca56fc27cbff44f4d2e4eef1fc81'}"
7809,1456,Carbon,CARBON,carbon,1,2020-11-30T02:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xeFb5dF8eB84055026018030E71bC2cdFA2F138B9'}"
7813,1890,Basis Cash,BAC,basis-cash,1,2020-11-29T06:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3449FC1Cd036255BA1EB19d65fF4BA2b8903A69a'}"
7814,4018,Alaya,ATP,alaya,1,2020-11-29T06:55:00.000Z,2024-02-05T20:50:00.000Z,
7816,4440,Basis Share,BAS,basis-share,1,2020-12-05T12:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x106538CC16F938776c7c180186975BCA23875287'}"
7817,389,Bifrost,BFC,bifrost,1,2020-12-17T20:10:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c'}"
7819,7912,Unicap.finance,UCAP,unicap-finance,1,2020-11-29T17:40:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbaA70614C7AAfB568a93E62a98D55696bcc85DFE'}"
7821,1964,Royale Finance,ROYA,royale-finance,1,2021-01-07T18:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7eaf9c89037e4814dc0d9952ac7f888c784548db'}"
7824,1094,Vai,VAI,vai,1,2020-11-30T02:20:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x4bd17003473389a42daf6a0a729f6fdb328bbbd7'}"
7826,2183,Zoracles,ZORA,zoracles,1,2020-11-30T09:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xD8E3FB3b08eBA982F2754988d70D57eDc0055ae6'}"
7838,1812,Base Protocol,BASE,base-protocol,1,2020-12-01T00:00:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x07150e919b4de5fd6a63de1f9384828396f25fdc'}"
7841,1373,Idle,IDLE,idle,1,2020-12-01T11:40:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x875773784Af8135eA0ef43b5a374AaD105c5D39e'}"
7844,7913,ACryptoS,ACS,acryptos,1,2020-12-01T12:15:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 73, 'name': 'Kava', 'symbol': 'KAVA', 'slug': 'kava', 'token_address': '0x8888888888f004100c0353d657be6300587a6ccd'}"
7846,1413,Unbound,UNB,unbound,1,2021-12-14T16:25:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8dB253a1943DdDf1AF9bcF8706ac9A0Ce939d922'}"
7857,1474,Mirror Protocol,MIR,mirror-protocol,1,2020-12-03T06:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x09a3EcAFa817268f77BE1283176B946C4ff2E608'}"
7859,473,Badger DAO,BADGER,badger-dao,1,2020-12-03T06:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3472a5a71965499acd81997a54bba8d852c6e53d'}"
7860,1329,ClinTex CTi,CTI,clintex-cti,1,2020-12-03T17:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcB8fb2438A805664cD8c3e640b85AC473DA5BE87'}"
7864,7914,DGPayment,DGP,dgpayment,1,2020-12-04T10:55:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x927159670C50042109d7C0f4aEd0Cee89452433E'}"
7866,1407,Monavale,MONA,monavale,1,2020-12-05T15:55:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x275f5Ad03be0Fa221B4C6649B8AeE09a42D9412A'}"
7870,2031,Plasma Finance,PPAY,plasma-finance,1,2020-12-09T13:55:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x054d64b73d3d8a21af3d764efd76bcaa774f3bb2'}"
7876,1827,SORA Validator Token,VAL,sora-validator-token,1,2020-12-06T09:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe88f8313e61a97cec1871ee37fbbe2a8bf3ed1e4'}"
7878,462,MobileCoin,MOB,mobilecoin,1,2020-12-06T17:30:00.000Z,2024-02-05T20:50:00.000Z,
7881,5551,sKLAY,SKLAY,sklay,1,2020-12-06T22:00:00.000Z,2024-02-05T20:50:00.000Z,
7882,1357,Efforce,WOZX,efforce,1,2020-12-06T22:15:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x34950ff2b487d9e5282c5ab342d08a2f712eb79f'}"
7908,5911,Guarded Ether,GETH,guarded-ether,1,2021-04-12T20:20:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3802c218221390025bceabbad5d8c59f40eb74b8'}"
7931,1240,Forj (Bondly),BONDLY,bondly,1,2020-12-08T03:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x91dfbee3965baaee32784c2d546b7a0c62f268c9'}"
7933,7915,Alpha5,A5T,alpha5,1,2020-12-09T05:45:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe8272210954ea85de6d2ae739806ab593b5d9c51'}"
7942,1930,Curate,XCUR,curate,1,2020-12-09T06:10:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xE1c7E30C42C24582888C758984f6e382096786bd'}"
7950,62,Flare,FLR,flare,1,2023-01-10T03:55:00.000Z,2024-02-05T20:50:00.000Z,
7952,1345,Venus SXP,vSXP,vsxp,1,2020-12-11T03:45:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x2ff3d0f6990a40261c66e1ff2017acbc282eb6d0'}"
7957,607,Venus USDT,vUSDT,venus-usdt,1,2020-12-11T04:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xfD5840Cd36d94D7229439859C0112a4185BC0255'}"
7958,324,Venus USDC,vUSDC,venus-usdc,1,2020-12-11T04:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xeca88125a5adbe82614ffc12d0db554e2e2867c8'}"
7959,471,Venus BUSD,vBUSD,venus-busd,1,2020-12-11T04:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x95c78222B3D6e262426483D42CfA53685A67Ab9D'}"
7960,525,Venus XVS,vXVS,venus-xvs,1,2020-12-11T04:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x151B1e2635A717bcDc836ECd6FbB62B674FE3E1D'}"
7961,214,Venus BNB,vBNB,venus-bnb,1,2023-11-09T06:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xA07c5b74C9B40447a954e1466938b865b6BBea36'}"
7962,251,Venus BTC,vBTC,venus-btc,1,2023-11-09T06:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x882C173bC7Ff3b7786CA16dfeD3DFFfb9Ee7847B'}"
7963,355,Venus ETH,vETH,venus-eth,1,2022-09-27T18:25:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xf508fCD89b8bd15579dc79A6827cB4686A3592c8'}"
7964,1117,Venus LTC,vLTC,venus-ltc,1,2020-12-11T04:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x57A5297F2cB2c0AaC9D554660acd6D385Ab50c6B'}"
7965,2352,Venus XRP,vXRP,venus-xrp,1,2020-12-11T05:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xb248a295732e0225acd3337607cc01068e3b9c10'}"
7972,7916,Honey,HNY,honey-token,1,2021-02-07T22:00:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 20, 'name': 'Gnosis Chain', 'symbol': 'GNO', 'slug': 'gnosis-gno', 'token_address': '0x71850b7E9Ee3f13Ab46d67167341E4bDc905Eef9'}"
7974,1635,Venus BCH,vBCH,venus-bch,1,2020-12-13T11:45:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x5F0388EBc2B94FA8E123F404b79cCF5f40b29176'}"
7975,901,Venus LINK,vLINK,venus-link,1,2020-12-13T12:20:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x650b940a1033b8a1b1873f78730fcfc73ec11f1f'}"
7976,1334,Venus DOT,vDOT,venus-dot,1,2020-12-13T13:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0x1610bc33319e9398de5f57B33a5b184c806aD217'}"
7977,4101,Unit Protocol Duck,DUCK,unit-protocol-duck,1,2020-12-13T13:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x92e187a03b6cd19cb6af293ba17f2745fd2357d5'}"
7978,637,Bonfida,FIDA,bonfida,1,2020-12-22T06:00:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 16, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp'}"
7980,3636,MinePlex,PLEX,mineplex,1,2020-12-13T18:15:00.000Z,2024-02-05T20:50:00.000Z,
7985,7917,GSA Coin,GSA,global-smart-asset,1,2022-11-18T15:10:00.000Z,2024-02-05T20:50:00.000Z,
7986,7918,Hub - Human Trust Protocol,HUB,hub-human-trust-protocol,1,2020-12-13T19:25:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xba358b6f5b4c0215650444b8c30d870b55050d2d'}"
7988,4721,Zugacoin,SZCB,zugacoin,1,2020-12-13T19:45:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf5832512CFDa8083E5b2dd0aA7C1B9265c03BA1F'}"
8000,36,Lido DAO,LDO,lido-dao,1,2021-01-04T20:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5a98fcbea516cf06857215779fd812ca3bef1b32'}"
8002,7919,SpiderDAO,SPDR,spiderdao,1,2020-12-15T13:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbcd4b7de6fde81025f74426d43165a5b0d790fdd'}"
8020,5964,DeFiato,DFIAT,defiato,1,2020-12-16T05:15:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1045f5ccb01daea4f8eab055f5fcbb7c0e7c89f0'}"
8029,1844,Oxygen,OXY,oxygen,1,2021-03-16T14:20:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x965697b4ef02f0de01384d0d4f9f782b1670c163'}"
8031,6355,governance ZIL,GZIL,governance-zil,1,2020-12-17T12:20:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 49, 'name': 'Zilliqa', 'symbol': 'ZIL', 'slug': 'zilliqa', 'token_address': 'zil14pzuzq6v6pmmmrfjhczywguu0e97djepxt8g3e'}"
8034,1143,BioPassport Token,BIOT,biopassport-token,1,2021-03-02T04:55:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc07A150ECAdF2cc352f5586396e344A6b17625EB'}"
8035,7423,Grom,GR,grom,1,2020-12-15T16:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcE593a29905951E8Fc579bC092ecA72577dA575c'}"
8036,2118,YVS.Finance,YVS,yvs-finance,1,2020-12-16T20:10:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xec681f28f4561c2a9534799aa38e0d36a83cf478'}"
8037,420,Vanar Chain,VANRY,vanar,1,2020-12-16T20:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8DE5B80a0C1B02Fe4976851D030B36122dbb8624'}"
8043,1186,MahaDAO,MAHA,mahadao,1,2020-12-17T18:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x745407c86df8db893011912d3ab28e68b62e49b0'}"
8044,1183,Adappter Token,ADP,adappter-token,1,2020-12-16T20:25:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc314b0e758d5ff74f63e307a86ebfe183c95767b'}"
8045,7920,APY Vision,VISION,apy-vision,1,2020-12-22T21:10:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf406f7a9046793267bc276908778b29563323996'}"
8049,994,Tornado Cash,TORN,torn,1,2021-02-09T01:50:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x77777feddddffc19ff86db637967013e6c6a116c'}"
8056,4143,UNION Protocol Governance Token,UNN,union-protocol-governance-token,1,2020-12-18T04:55:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x226f7b842e0f0120b7e194d05432b3fd14773a9d'}"
8057,2172,AnRKey X,$ANRX,anrkey-x,1,2020-12-19T04:55:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcae72a7a0fd9046cf6b165ca54c9e3a3872109e0'}"
8063,2114,Duck DAO (DLP Duck Token),DUCK,duck-dao,1,2020-12-22T03:15:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc0ba369c8db6eb3924965e5c4fd0b4c1b91e305f'}"
8066,814,Yield App,YLD,yield-app,1,2020-12-25T20:45:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xF94b5C5651c888d928439aB6514B93944eEE6F48'}"
8068,3451,Coinbase tokenized stock FTX,COIN,coinbase-pre-ipo-tokenized-stock-ftx,1,2020-12-22T03:50:00.000Z,2024-02-05T20:50:00.000Z,
8071,3885,OnX Finance,ONX,onx-finance,1,2020-12-22T10:15:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe0ad1806fd3e7edf6ff52fdb822432e847411033'}"
8075,610,Rally,RLY,rally,1,2020-12-22T22:15:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b'}"
8080,3018,Dypius [Old],DYP,defi-yield-protocol,1,2020-12-23T01:50:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x961C8c0B1aaD0c0b10a51FeF6a867E3091BCef17'}"
8083,426,Tokenlon Network Token,LON,tokenlon-network-token,1,2020-12-23T18:15:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0000000000095413afc295d19edeb1ad7b71c952'}"
8085,201,Lido Staked ETH,stETH,steth,1,2020-12-23T11:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xae7ab96520de3a18e5e111b5eaab095312d7fe84'}"
8100,406,Ankr Staked ETH,ankrETH,ankreth,1,2020-12-23T17:40:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe95a203b1a91a908f9b9ce46459d101078c2c3cb'}"
8104,115,1inch Network,1INCH,1inch,1,2020-12-24T01:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x111111111117dc0aa78b770fa6a738034120c302'}"
8105,1938,ROCKI,ROCKI,rocki,1,2020-12-24T04:30:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xff44b937788215eca197baaf9af69dbdc214aa04'}"
8107,468,Cobak Token,CBK,cobak-token,1,2020-12-23T07:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xD85a6Ae55a7f33B0ee113C234d2EE308EdeAF7fD'}"
8117,7921,Dymmax,DMX,dymmax,1,2020-12-25T15:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf058501585023d040ea9493134ed72c083553eed'}"
8119,161,SafePal,SFP,safepal,1,2021-02-08T13:05:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 14, 'name': 'BNB Smart Chain (BEP20)', 'symbol': 'BNB', 'slug': 'bnb', 'token_address': '0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb'}"
8120,601,Whiteheart,WHITE,whiteheart,1,2020-12-28T05:35:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5f0e628b693018f639d10e4a4f59bd4d8b2b6b44'}"
8123,2581,Australian Dollar Token,AUDT,australian-dollar-token,1,2020-12-27T18:25:00.000Z,2024-02-05T20:50:00.000Z,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd7e0f80fb28233bdde0006c50568606a8feb964c'}"
